word	definition	part	chapter	author
šuknušum (Š stem, = D) 	to make submissive, to subjugate	verb	27	huehnergard
šulputum (Š stem) 	to cause to touch (rare); to defeat, destroy; to desecrate, defile	verb	27	huehnergard
šumḫurum (Š stem)	 to make accept, to offer; to hand over	verb	27	huehnergard
šumlûm	to fill, make full	verb	27	huehnergard
šumqutum	 to cause to fall, to fell, strike down, overthrow, defeat	verb	27	huehnergard
šumruṣum	to make sick, unhappy, worried; cause trouble, difficulty	verb	27	huehnergard
šumṣûm	to make suffice	verb	27	huehnergard
suppûm (D [G sepûm, rare])	 to abduct, remove by force (rare)	verb	27	huehnergard
šupšuḫum	 to quiet, calm, pacify, appease	verb	27	huehnergard
šurbûm	 to make great, increase	verb	27	huehnergard
šurdûm	 to cause to bring, conduct; to cause to flow	verb	27	huehnergard
šurkubum	 to cause to mount; to load (a ship, wagon, etc.)	verb	27	huehnergard
šuršûm	 to cause to acquire, provide (s.o. w/s.th.: double acc.)	verb	27	huehnergard
šūrudum	 to send/lead/take down, bring down (w/ventive)	verb	27	huehnergard
šuṣbutum	 to cause to seize	verb	27	huehnergard
šusḫurum	to cause to turn, cause to seek; to place around, surround (s.th. w/s.th.: double acc.)	verb	27	huehnergard
šušmûm	to cause (s.o.) to hear (s.th.), inform, cause to pay attention	verb	27	huehnergard
šussukum	 to remove, reject, annul	verb	27	huehnergard
šutbûm	 to cause to stand up/arise; to set aside, remove	verb	27	huehnergard
šutruṣum (Š = G [tarāṣum])	 to reach out, stretch out, extend, set up (all trans.)	verb	27	huehnergard
tarāṣum (G [a-u])	 to reach out, stretch out, extend, set up (all trans.); šutruṣum Š = G	verb	27	huehnergard
tulûm (tulā-; log. UBUR)	 breast	noun	27	huehnergard
unūtum (pl. irreg. uniātum / unêtum)	 utensils, furnishings, property	noun	27	huehnergard
utullum (utul; log. Ú.DÚL; Sum. lw.)	 chief shepherd	noun	27	huehnergard
waqārum (G [i])	 to become precious	verb	27	huehnergard
ziḫḫum (ziḫḫi)	 cyst, scar	noun	27	huehnergard
abnum (masc. and fem.; aban; pl. abnū and abnātum; log. NA_4)	 stone; rock, pebble; precious stone; stone weight	noun	28	huehnergard
ali	where?	adverb	28	huehnergard
ana biltim irrub (erēbum)	it (the field) will become liable for rent payment	idiomatic_expression	28	huehnergard
ana kīdim	(to the) outside	preposition adverb	28	huehnergard
ana šiprim epēšim	to do the work	idiomatic_expression	28	huehnergard
annânum	here (cf. annûm)	adverb	28	huehnergard
annīkiam	here	adverb	28	huehnergard
annîš	hither	adverb	28	huehnergard
apputtum	please (adv.)	adverb	28	huehnergard
apšitûm (apšitā-; Sum. lw.)	 agreed portion, number agreed upon	noun	28	huehnergard
arḫiš	quickly	adverb	28	huehnergard
ašariš	there (cf. ašrum ‘place’)	adverb	28	huehnergard
atappum	(fem.) (small) branch or take-off of a canal	noun	28	huehnergard
ayyānum	where? (cf. ayyum)	adverb	28	huehnergard
ayyīkiam	where?	adverb	28	huehnergard
ayyîšam-ma	anywhere	adverb	28	huehnergard
bibbulum / bubbulum	flooding, flood; also Bibbulum, a month name	noun	28	huehnergard
būrum (būri; log. BÙR; Sum. lw.)	 a surface measure (ca. 6.48 ha.)	noun	28	huehnergard
damqiš	well (adv.)	adverb	28	huehnergard
dīnam šūḫuzum	to grant a legal case, hearing to s.o.	idiomatic_expression	28	huehnergard
Dūrum (log. BÀD^ki)	 a place name	place_name	28	huehnergard
Dūrûm (Dūrī-; log. LÚ.BÀD^ki)	 inhabitant of Dūrum	noun	28	huehnergard
ekēmum (G [i])	 to take away (s.th. from s.o.: double acc.), deprive (s.o. of s.th.: double acc.); to conquer, annex; to take away, snatch away; to absorb	verb	28	huehnergard
ekmum (ekim-)	 taken away; also: stunted, atrophied (in extispicy)	verbal_adjective	28	huehnergard
elēnum (adv.)	above, upstream; beyond, besides, in addition (cf. elûm ‘upper’)	adverb	28	huehnergard
elēnum (prep.) (w/sf. elēnukka, etc.)	 above; beside, in addition to, apart from (cf. elûm)	preposition	28	huehnergard
êš (from ayyiš)	 whither?	adverb	28	huehnergard
esēḫum (G [i])	 to assign	verb	28	huehnergard
ḫadîš	joyfully	adverb	28	huehnergard
ḫalāṣum (G [a-u])	 to press, squeeze out	verb	28	huehnergard
ḫapārum (G)	 to surround; ḫupurrum D = G?	verb	28	huehnergard
ḫumuṣṣīrum	mouse	noun	28	huehnergard
ikûm (iku-; log. IKU; Sum. lw.)	 a surface measurement (ca. 3600 m^2)	noun	28	huehnergard
imittam	on the right	adverb	28	huehnergard
ina kīdim	outside	preposition adverb	28	huehnergard
inūmūšūma (ina+ūmī+šu+-ma)	 at that time, then	adverb	28	huehnergard
isiḫtum (isiḫti [subst. fem. verb. adj. of esēḫum])	 assignment, task, duty; material assigned	noun	28	huehnergard
ittesker (N perf. 3ms sekērum)	 has become stopped up (silted up, said of a canal)	verb	28	huehnergard
kankallum (kankal; log. KI.KAL; Sum. lw.)	 unbroken, hard soil	noun	28	huehnergard
kī	how?	adverb	28	huehnergard
kibsum (kibis)	 track, path; tracks, steps, traces; behavior	noun	28	huehnergard
kīdum (kīd[i]; pl. kīdū and kīdātum)	 outside (region), open country	noun	28	huehnergard
kīniš	truly	adverb	28	huehnergard
lemniš	badly, wickedly	adverb	28	huehnergard
Lismum	month name (‘footrace’)	noun	28	huehnergard
Luḫuššum	a name of Nergal, the god of pestilence and disease	divine_name	28	huehnergard
mādiš	much, greatly	adverb	28	huehnergard
malāḫum (malāḫ; log. MÁ.LAḪ_5 [laḫ_5 = du + du])	 sailor	noun	28	huehnergard
malmališ / mammališ (mal+mal+-iš)	 likewise, to the same degree	adverb	28	huehnergard
mati / ina mati	when?	adverb	28	huehnergard
matīma	ever	adverb	28	huehnergard
nakāpum (G [i])  (nukkupum D = G)	to gore, butt 	verb	28	huehnergard
nakkāpûm (denom. adj.; base: nakkāpī-)	 prone to goring	noun	28	huehnergard
namkūrum	near synonym of makkūrum (property, assets, valuables, goods); (log. NÍG.GA [also = makkūrum] in King, LIH 2 77 = Kraus, AbB 5 136)	noun	28	huehnergard
naṣraptum (naṣrapti)	 depression, crucible; part of a sheep’s liver	noun	28	huehnergard
nēkemtum	loss; atrophied part of the exta (cf. ekēmum)	noun	28	huehnergard
Nergal	the god of pestilence and disease	divine_name	28	huehnergard
nīdi kussîm	‘the base of the chair’, a part of the liver	idiomatic_expression	28	huehnergard
nīdum (nīd[i])	 lowering, dropping, base (cf. nadûm)	noun	28	huehnergard
nukkupum (D = G nakāpum)	 to gore, butt	verb	28	huehnergard
pāṭum (pāṭ[i]; pl. pāṭū)	 boundary, border; district, territory	noun	28	huehnergard
pīqat 	perhaps	adverb	28	huehnergard
pītum (masc.; pīt[i])	 opening, breach (cf. petûm)	noun	28	huehnergard
qarnum (qaran)	 horn	noun	28	huehnergard
qerbēnum	inside (from qerbum ‘inner part’)	preposition	28	huehnergard
qerbiš	in close combat (?) (rare; cf. qerēbum)	adverb	28	huehnergard
rabiānum (rabiān; pl. rabiānū)	 mayor (cf. rabûm)	noun	28	huehnergard
rabîš	greatly	adverb	28	huehnergard
rēš namkūrim (log. SAG NÍG.GA)	 available assets, stock; ‘list of available workers’ in King, LIH 2 77 = Kraus, AbB 5 136 	idiomatic_expression	28	huehnergard
ša PN našû	which PN has	idiomatic_expression	28	huehnergard
šallatum	plunder, booty, captives	noun	28	huehnergard
šanītam	secondly, moreover	adverb	28	huehnergard
šaplānum (adv.)	below, underneath (from šaplum ‘underside’)	adverb	28	huehnergard
šaplānum (prep.) (w/sf. šaplānukka, etc.)	 below, under (cf. šaplûm)	preposition	28	huehnergard
šapliš	below (from šaplum ‘underside’)	adverb	28	huehnergard
šarāmum (G [a-u])	 to beat out, cut out	verb	28	huehnergard
sekērum (G [e])	 to close, dam up, block	verb	28	huehnergard
sēkirum (log. [^lú]A.IGI.DU_8)	 canal worker	noun	28	huehnergard
ṣibtum (in omens)	a part of the liver	noun	28	huehnergard
šībultum (šībulti)	 consignment, goods for transport (cf. babālum Š)	noun	28	huehnergard
šiqītum (šiqīt)	 watering; irrigation	noun	28	huehnergard
šūbulum (Š wabālum [a-type])	 to cause to carry/bring; to send, dispatch (s.th.; lit., to have s.th. brought)	verb	28	huehnergard
šūdûm	 to make known, announce, ploclaim (s.th.: acc.; to s.o.: acc. or ana / dat.)	verb	28	huehnergard
šūḫuzum	 to cause to hold, cause to marry; to obtain (a wife for s.o.); to teach, instruct, to incite	verb	28	huehnergard
šūkulum	 to cause / give to eat, to feed	verb	28	huehnergard
šūludum (Š walādum [a-type; rare])	 to cause to bear (i.e. children)	verb	28	huehnergard
šūlukum	 to cause to go; to fit	verb	28	huehnergard
šūlûm	 to cause to go up, send/lead/take up, bring up (w/ventive); to raise, make emerge / appear; to summon / produce a witness (or document); to remove, oust	verb	28	huehnergard
šūpušum	 to cause to do / make / build; to have (s.th.) built; to direct work	verb	28	huehnergard
šurrumum (D šarāmum)	 to cut off, trim	verb	28	huehnergard
šūrubum	 to cause to enter, send/lead/take in, bring in (w/ventive)	verb	28	huehnergard
šūrušum	 to cause to (be) cultivate(d), put under cultivation	verb	28	huehnergard
šūšubum (Š wašābum [e-type])	 to cause to sit down/stay/dwell; to install (officers, etc.), to garrison (soldiers); to settle, resettle (people)	verb	28	huehnergard
šūṣûm (Š stem, waṣûm [e-type, rarely a-type])	 to cause to go/come out/forth, to send/lead/take out, bring out (w/ventive); to make leave, send away, evict, expel; to remove (from a house, container), release; to let escape; to abtain, produce; to rent, hire	verb	28	huehnergard
šūšurum	 to move straight toward; to set straight, set on the proper course, make prosper	verb	28	huehnergard
šūtuqum	 to cause to move on / proceed / pass; to send on; to allow to elapse	verb	28	huehnergard
šūturum (v.) (Š stem, watārum [a-type])	 to cause to increase/surpass, to enlarge, increase, surpass	verb	28	huehnergard
šūturum (verb. adj.) (verbal adjective of šūturum [a-type])	 pre-eminent, surpassing	verbal_adjective	28	huehnergard
šūzubum	 to cause to leave; to have (a document) made out; to save (persons, cities)	verb	28	huehnergard
ṭebûm (G [u])	 to sink (intrans.)	verb	28	huehnergard
ṭubbûm	 to sink (trans.)	verb	28	huehnergard
ullânum (-ma) (adv.)	already, from there (from ullûm ‘that’)	adverb	28	huehnergard
ullânum (prep.) 	 apart from, other than	preposition	28	huehnergard
ullīkiam	there	adverb	28	huehnergard
ullîšam	thither	adverb	28	huehnergard
ūmam	today, for a day	adverb	28	huehnergard
ūmišam	daily	adverb	28	huehnergard
waklum (wakil; log. UGULA [the PA sign])	 overseer	noun	28	huehnergard
warḫišam	monthly	adverb	28	huehnergard
warkānum	afterward, later	adverb	28	huehnergard
wēdum (wēd-)	 single, individual, solitary, alone	adjective	28	huehnergard
wēdûm (wēdī-)	 unique; important, notable	adjective	28	huehnergard
zamar	quickly, suddently	adverb	28	huehnergard
aqdamū	ancient times (rare; presumably Northwest Semitic)	noun	29	huehnergard
assinnum	a member of the cult personnel (us. of Ištar)	noun	29	huehnergard
bārûm (bāri-; log. (^lú)MÁŠ.ŠU.GÍD.GÍD [gíd = the BU sign])	 diviner, haruspex	noun	29	huehnergard
bârum a (G [a-u])	 to be firm, in good repair; to become proved (rare in OB apart from PNs)	verb	29	huehnergard
biltum (bilat; pl. bilātum; log. GUN/GÚ.UN) 	load, weight; tribute, rent	noun	29	huehnergard
bīt emim	(rare) wedding (lit.: house of the father-in-law, wife’s father)	idiomatic_expression	29	huehnergard
burrum (D bârum a)	 to establish, ascertain (the true legal situation), prove, certify, explain, indicate	verb	29	huehnergard
Dagan (log. ^d da-gan)	 god of grain, an important deity in the Mari region	divine_name	29	huehnergard
dāṣtum	deception	noun	29	huehnergard
duppurum (D; not in G)	 to go away, absent oneself	verb	29	huehnergard
eli X qaqqadum rašûm	to get the better of X (?) (meaning unclear)	idiomatic_expression	29	huehnergard
emum (w/sf. emū/ī/ā, like abum and aḫum)	 father-in-law (wife’s father)	noun	29	huehnergard
epēsum (G = D uppusum [both rare])	(G) to object 	verb	29	huehnergard
eqlam mayyarī maḫāṣum	to plow (lit. to strike the field with the plow)	idiomatic_expression	29	huehnergard
erištum (erišti)	 desire, wish, request (cf. erēšum a)	noun	29	huehnergard
Ešnunna (log. èš(AB)-nun-na^ki)	 (modern Tell Asmar) an important city east of the Tigris	place_name	29	huehnergard
gašīšum (gašīš)	 impaling stake	noun	29	huehnergard
ibbašši	§will appear (N dur. 3cs bašûm [§§31.2(4)])§	verb	29	huehnergard
ina pānītim	previously	adverb	29	huehnergard
ina rēš PN izzizzū	they are in the service of PN	idiomatic_expression	29	huehnergard
ištu ilūša iqterūši	after her gods have summoned her (=after she dies)	idiomatic_expression	29	huehnergard
itaddi (Gtn imper. ms nadûm)	 put (them)	verb	29	huehnergard
itinnum (log. ŠITIM; Sum. lw.?)	 house builder	noun	29	huehnergard
izziz	§it stands (§§37.2)§	verb	29	huehnergard
kamāsum (G [i])	 to gather, collet	verb	29	huehnergard
kirûm naḫālum (i; verb only found at Mari; log. [rare] ^giš.kiKIRI_6)	 to hand over (property)	verb	29	huehnergard
kišittum (kišitti; pl. kišdātum)	 conquest; booty; seizure; pl. assets, acquisition (cf. kašādum)	noun	29	huehnergard
kullum (D; root k-w-l; not in G)	 to hold, contain, have, maintain	verb	29	huehnergard
kunnum	 to establish as true, confirm, convict (of doing: ina + infin.); to set (up), fix, establish, assign; to maintain	verb	29	huehnergard
kušabkum (log. [A.]AB.BA)	 a thorn tree	noun	29	huehnergard
magal	very (much), greatly, exceedingly	adverb	29	huehnergard
maqqarum (maqqar)	 chisel	noun	29	huehnergard
marārum (G [a-u])	 to hoe, break up soil	verb	29	huehnergard
mayyarum (mayyar)	 plow (noun)	noun	29	huehnergard
mēgûtum	negligence (cf. egûm)	noun	29	huehnergard
mukīl bābim (mukillum = participle of kullum)	 doorkeeper, guard	noun	29	huehnergard
murṣum	disease, illness (cf. marāṣum	noun	29	huehnergard
mūšarum (log. SAR)	 a surface measurement (‘garden plot’; ca. 36 m.^2)	noun	29	huehnergard
nāš(i) biltim	tenant (of a field owned by the state) (cf. babālum)	idiomatic_expression	29	huehnergard
našpartum (našparti)	 letter, message, instructions (cf. šapārum)	noun	29	huehnergard
nērebum (nēreb)	 entrance; mountain pass (cf. erēbum)	noun	29	huehnergard
nêšum (G [II-e])	 to live	verb	29	huehnergard
nuʾʾudum (D naʾādum)	 to ask to pay attention, alert, instruct	verb	29	huehnergard
patāḫum (G [a-u])	 to break through, break into	verb	29	huehnergard
qammatum	a woman associated with the cult who wore a certain type of hair style (very rare)	noun	29	huehnergard
qaṣārum	Northwest Semitic influenced form of kaṣārum (bind, tie, etc.)	verb	29	huehnergard
qerûm (G [i])	 to summon, invite	verb	29	huehnergard
qištum (qišti; pl. qišātum; log. GIŠ.TIR)	 forest, grove	noun	29	huehnergard
qurqurrum (log. TIBIRA)	 wood- or metal-worker	noun	29	huehnergard
raḫāṣum (G [i])	 to flood (trans.), inundate	verb	29	huehnergard
rēšam kullum	to wait for, take care of, be ready for, be at the disposal of	idiomatic_expression	29	huehnergard
riāqum (G [a-i])	 to be/become empty, idle, unoccupied, useless	verb	29	huehnergard
rīqum (rīq-; verb. adj. of riāqum)	 empty, idle	verbal_adjective	29	huehnergard
rīqūtum (rīqūt)	 emptiness; idleness; w/sf. [e.g. rīqūssu]: empty-handed	noun	29	huehnergard
ruqqum (D riāqum)	 to empty; to leave idle (D = Š)	verb	29	huehnergard
šakākum (G [a-u])	 to harrow (i.e. to break up and level plowed soil with a harrow, a farm implement consisting of a heavy wooden frame with sharp teeth or upright disks)	verb	29	huehnergard
šalīmātum (always pl.)	 ally; alliance, partnership	noun	29	huehnergard
šapal	under, beneath (cf. šaplûm)	preposition	29	huehnergard
šapiltum (šapilti)	 remainder, amount outstanding	noun	29	huehnergard
šētum	net	noun	29	huehnergard
šiāḫum	to grow	verb	29	huehnergard
šīḫum (verb. adj. of šiāḫum ‘to grow’)	 tall, high, full-grown	verbal_adjective	29	huehnergard
sikkatum (sikkat; pl. sikkātum)	 peg	noun	29	huehnergard
šikrum (šikir)	 handle	noun	29	huehnergard
šišītum	membrane	noun	29	huehnergard
šudukkum (Š dâkum)	 to have (s.o.) killed (rare)	verb	29	huehnergard
šuklulum (Š; not in G)	 to complete, finish, accomplish, bring to an end	verb	29	huehnergard
šumma libbi X	if X is willing, if it pleases X	idiomatic_expression	29	huehnergard
šumuddum (Š miādum)	 to make much, increase, enlarge, make numerous; in hendiadys, ‘to do (s.th.) much, a lot’	verb	29	huehnergard
šumuttum	 to put to death, to cause the death of	verb	29	huehnergard
šunuššum (Š nêšum)	 to keep alive	verb	29	huehnergard
šuruqqum (Š riāqum)	 to empty; to leave idle (Š = D)	verb	29	huehnergard
šuṭubbum (Š ṭiābum)	 to make pleasant, sweet, good; to please, satisfy; Š = D ṭubbum (Š much less common that D)	verb	29	huehnergard
teptītum (teptīt)	 opening; cultivation (cf. petûm)	noun	29	huehnergard
Terqa	(modern Tell ʿAšāra) a city on the Euphrates above Mari	place_name	29	huehnergard
tibnum (tibin; log. IN.NU.DA)	 straw	noun	29	huehnergard
ṭubbum	 to make pleasant, sweet, good; to please, satisfy; Š šuṭubbum = D (much less common that D)	verb	29	huehnergard
turrum (D târum) 	to return (trans.), restore, give/take/send/put/pay back; to turn (s.th.: acc.; into s.th. else: ana); to take captive in war	verb	29	huehnergard
u šumma	(in Mari texts) even if, although	conjunction	29	huehnergard
warāqum (G [i])	 to become yellow, green; to turn pale	verb	29	huehnergard
warka, ina warka	afterwards; behind, in the rear	adverb	29	huehnergard
warkûm (warkī-; fem. warkītum)	 later, future (cf. warki)	adjective	29	huehnergard
warqum (waruq-)	 yellow, green; fresh (of plants)	verbal_adjective	29	huehnergard
wârum (G; root orig. w-ʾ-r [see D] but G dur. *iwīar/iwâr, pl. iwirrū; Pret. iwīr)	 to advance against, attack	verb	29	huehnergard
wurruqum / urruqum (D warāqum)	 to make yellow, green, pale	verb	29	huehnergard
wuʾʾurum (D wârum)	 to send (a person, message); to command, order (to do: acc. infin. or ana/aššum + infin.) (cf. têrtum)	verb	29	huehnergard
zuzzum (D zâzum)	 to divide, distribute (rare)	verb	29	huehnergard
almattum (almatti; pl. almanātum; log. NU.MU.SU)	 widow	noun	30	huehnergard
bazaḫatum, bazḫatum	military outpost (NW Semitic word)	noun	30	huehnergard
bēl bītim (log. LUGAL.É.E/A.KE_4 in OB contracts, where LUGAL ≠ šarrum!)	owner of the house 	noun	30	huehnergard
bêlum (G [e])	 to rule, have authority, power over (cf. bēl(t)um)	verb	30	huehnergard
danānum (noun)	a part of the liver	noun	30	huehnergard
eliš	above, up(ward) (cf. elûm)	adverb	30	huehnergard
Esagil (É.SAG.IL)	 Marduk’s temple in Babylon	place_name	30	huehnergard
ḫegallum (ḫegal; log. ḪÉ.GÁL [gál = the IG sign]; Sum. lw.)	 abundance; abundant yield	noun	30	huehnergard
inu	archaic or archaizing for inūma ‘when’	conjunction	30	huehnergard
iprum (ipir; pl. iprū; log. ŠE.BA)	 barley ration, food allowance	noun	30	huehnergard
iššiakkum (iššiak; log. ENSI_2 [written pa+te+si]; Sum. lw.)	 farmer; land agent	noun	30	huehnergard
ištēniš	together, as one (cf. ištēn)	adverb	30	huehnergard
kibrātu arbaʾum	the four regions (of the world), i.e. ‘the whole world’ (w/archaic writing of ‘four’)	idiomatic_expression	30	huehnergard
kibrum (kibir; pl. kibrātum)	 edge, rim, bank, shore; pl. kibrātum: regions, edge	noun	30	huehnergard
kūṣum / kuṣṣum (b.f. kūṣ[i], kuṣṣi)	 cold; winter	noun	30	huehnergard
laḫmum (verb. adj. of laḫāmum, no finite G forms attested)	 hairy	verbal_adjective	30	huehnergard
magārum (G [a-u])	 to be agreeable, agree (to do: ana + infin.); to agree with, comply with, consent to (s.o. or s.th.: acc.); to grant, permit; to find acceptance	verb	30	huehnergard
maškanum (maškan; pl. maškanū, maškanātum; log. (É.)KISLAḪ [=KI+UD])	 threshing floor; empty lot; location, site (cf. šakānum)	noun	30	huehnergard
nabûm (verb) (G [i])	 to name; to invoke, call, summon, appoint; to decree, proclaim	verb	30	huehnergard
nabûm (verb. adj.) (nabi-)	 called, named	verbal_adjective	30	huehnergard
nāqidum (nāqid; log. NA.GADA) 	shepherd	noun	30	huehnergard
nārum b (nār[i])	 musician	noun	30	huehnergard
nārūtum	musician’s craft	noun	30	huehnergard
nīrum	yoke; a part of the liver	noun	30	huehnergard
parakkum (parak; log. BARAG; Sum. lw.)	 throne-dais; sanctuary	noun	30	huehnergard
piṭrum (piṭir)	 fissure, cleft, split (cf. paṭārum)	noun	30	huehnergard
qātaqāti, qātaqqāti	immediately (a Mari idiom)	idiomatic_expression	30	huehnergard
qātum ana qātim	immediately (a Mari idiom)	idiomatic_expression	30	huehnergard
rabûtum	greatness, high status, high position	noun	30	huehnergard
rēšam našûm	to honor, exalt	idiomatic_expression	30	huehnergard
ša lā	(used as preposition) without	idiomatic_expression	30	huehnergard
ša libbim (cf. ša libbim nadûm ‘to have a miscarriage’)	foetus 	idiomatic_expression	30	huehnergard
šaḫûm (šaḫa-; log. ŠAḪ; Sum. lw.)	 pig	noun	30	huehnergard
šārtam (šārat)	 hair	noun	30	huehnergard
šārtam laḫim	is covered with hair	idiomatic_expression	30	huehnergard
šayyāmānum (šayyāmān)	 buyer (cf. šâmum)	noun	30	huehnergard
ṣeḫḫerum (ṣeḫḫer-)	 very small (cf. ṣeḫrum); subst. pl.: retainers, servants	adjective	30	huehnergard
ṣerretum (ṣerret; pl. ṣerrētum)	 nose-rope, halter, lead-rope	noun	30	huehnergard
sirāšûm (sirāši-; log. ŠIM (also ŠIM·GAR, ŠIM+GAR)	; Sum. lw.?) brewer	noun	30	huehnergard
šumma... šumma	whether... or	idiomatic_expression	30	huehnergard
sūqum (sūq[i]; pl. sūqātum, sūqānū; log. SILA [=the TAR sign])	 street	noun	30	huehnergard
Ṭebētum (log. ITI AB.È.A [E = UD+DU]; also AB[.BA.È])	 the tenth month (Dec.-Jan.)	noun	30	huehnergard
ṭulīmum (ṭulīm)	 spleen	noun	30	huehnergard
ummāmi	Err:501	adverb	30	huehnergard
zumrum (zumur)	 body	noun	30	huehnergard
ana šukunnêm šakānum	to fix an estimate	idiomatic_expression	31	huehnergard
aššum kiam	for this reason, therefore	conjunction	31	huehnergard
awīlû šūt pīḫatim	the men responsible, the officials	idiomatic_expression	31	huehnergard
babbilum (babbil; pl. babbilū)	 bearer; tenant farmer (cf. babālum)	noun	31	huehnergard
barbarum (log. UR.BAR.RA)	 wolf	noun	31	huehnergard
belûm (G [e])	 to go out, be extinguished	verb	31	huehnergard
birtum (birti; pl. bir(ān)ātum)	 citadel, castle, fort	noun	31	huehnergard
bullûm (D belûm)	 to put out, extinguish (fire), destroy	verb	31	huehnergard
eʾiltum	(financial) liability, obligation	noun	31	huehnergard
Elūnum / Elūnum (later Ulūlum; log. KIN.^dINANNA) 	sixth month (Aug.-Sept.)	noun	31	huehnergard
Emeteursag	temple of Zababa	place_name	31	huehnergard
eperum / eprum (eper; oft. pl. ep(e)rū)	 dust, (loose) earth	noun	31	huehnergard
esēpum (G [i])	 to collect, gather up	verb	31	huehnergard
gilittum	fright, terror	noun	31	huehnergard
ḫabātum (G [a-u])	 to rob, plunder	verb	31	huehnergard
ḫabbātum (ḫabbāt)	 robber	noun	31	huehnergard
ḫašāḫum (G [i])	 to desire; to require, need	verb	31	huehnergard
ḫubtum (ḫubut)	 robbery	noun	31	huehnergard
igisûm (igisā; IGI.SÁ; Sum. lw.)	 an annual tax (collected from merchants, priests); gift, offering	noun	31	huehnergard
inūmīšu	at that time, then (in royal inscriptions, a correl. of inu: ‘when..., at that time...’)	adverb	31	huehnergard
ipṭerū (always pl.)	 ransom (price) (cf. paṭārum)	noun	31	huehnergard
karābum (G [a-u])	 to bless (s.o.: acc.), invoke blessings (on s.o.: ana/dat.); to praise	verb	31	huehnergard
kārum (kār; log. KAR; Sum. lw.)	 embankment, quay (wall); harbor district, harbor; merchant community	noun	31	huehnergard
kašāšum (G [a-u])	 to exact services for a debt	verb	31	huehnergard
Kiš	an important and very ancient city some 10 km. to the east of Babylon	place_name	31	huehnergard
Kislīmum (log. GAN.GAN.È)	 the ninth month (Nov.-Dec.)	noun	31	huehnergard
kiššātum (pl.)	 debt servitude	noun	31	huehnergard
kurummatum (kurummat; log. ŠUKU)	 food allowance	noun	31	huehnergard
laḫrum (laḫar; pl. laḫrātum(?); log. U_8)	 ewe	noun	31	huehnergard
mānaḫtum (mānaḫti; sf. mānaḫta-)	§ toil, weariness; maintenance, up-keep, improvements; in CH §§47 prob. ‘(the wages of) his labors’§	noun	31	huehnergard
mīlum (mīl[i])	 (seasonal) flood (of rivers)	noun	31	huehnergard
mimmû (base mimmā-; no mimation; gen. mimmê, acc. mimmâ)	 something; all of; property (cf. mimma)	noun	31	huehnergard
muštinnum	urethra	noun	31	huehnergard
mūtānū (always pl.) 	plague, epidemic (cf. mâtum)	noun	31	huehnergard
nabšûm (N bašûm)	 to come into existence, appear, become available	verb	31	huehnergard
nāgirum (nāgir; log. NIMGIR) 	herald	noun	31	huehnergard
nalbattum (nalbatti; pl. nalbanātum)	 brick-mold	noun	31	huehnergard
namāru (G [i]; also nawārum)	 to shine, be(come) bright, clear	verb	31	huehnergard
namgurum (N)	 to come to an agreement, agree	verb	31	huehnergard
namrum (namir; also nawirum : nawir)	 shining, bright, brilliant, clear	verbal_adjective	31	huehnergard
namsukum (N; does not occur in G) 	to become bad	verb	31	huehnergard
napāḫum (G [a-u]) to blow, blow on (s.th.)	; to light (a fire, stove); to become visible, shine, light up	verb	31	huehnergard
napḫum (napiḫ-)	 kindled, burning, shining; swollen, bloated	verbal_adjective	31	huehnergard
naplusum (N; rare in G)	 to see, look at	verb	31	huehnergard
naprušum (N; not in G)	 to fly	verb	31	huehnergard
narkusum (N rakāsum)	§ to conspire (in CH §§109; rare)§	verb	31	huehnergard
nasḫurum (N)	 to turn (oneself)	verb	31	huehnergard
naspuḫum (N)	 to be scattered, dispersed, squandered; to be confounded	verb	31	huehnergard
nawārum (G [i]; also namāru)	 to shine, be(come) bright, clear	verb	31	huehnergard
nawirum (nawir; also namrum : namir)	 shining, bright, brilliant, clear	verbal_adjective	31	huehnergard
nēḫtum	peace, security	noun	31	huehnergard
nikkassum (nikkas; pl. nikkassū [oft. = sg.]; log. NÍG.KAS_7 [also read NÍG.ŠID]; Sum. lw.) 	accounting, account (record)	noun	31	huehnergard
nuḫšuḫum (N ḫašāḫum) 	to be desired; to be required, needed	verb	31	huehnergard
numātum (numāt)	 household property, utenstils, furnishings	noun	31	huehnergard
palāsum (G [a-u])	 to see (rare; N more common)	verb	31	huehnergard
palûm (palā-; log. BALA; Sum. lw.)	 reign	noun	31	huehnergard
qablum b (qabal)	 battle, warfare	noun	31	huehnergard
qinnāzum (qinnāz; log. ^kuš USAN_3 [^kuš, the SU sign, before words for objects of leather])	 whip	noun	31	huehnergard
ramānum (ramān)	 self, oneself; (one’s) own; alone; (norm. w/prn. sf. as reflexive or intensive prn.)	noun	31	huehnergard
rēštum (b.f. us. rēšti, rarely rēšet; pl. rēšētum)	 beginning; peak; the best quality (of oil, dates, sheep); instalment (on a loan) (cf. rēšum)	noun	31	huehnergard
ša irrubam	that is coming up (said of a month, i.e. ‘next month’)	idiomatic_expression	31	huehnergard
sābûm (participle of sabûm ‘to brew beer’; fem. sābītum; log. LÚ/MÍ.KURUN.NA)	 innkeeper, beer merchant	noun	31	huehnergard
sakālum (G [i])	 to acquire illegally	verb	31	huehnergard
šangûm (base šangā-; log. SANGA; Sum. lw.) 	temple administrator	noun	31	huehnergard
sapāḫum (G [a-u])	 to scatter, disperse, squander; to confound (D suppuḫum = G)	verb	31	huehnergard
